ASIN,Product_ID,Product_Group,Sales_Rank,Estimated_Number_of_Sales,Purchase_Price,Buy_Box_Landed,Low_New_Fba_Price,Low_New_Mfn_Price,Sell_Price,Fulfillment_Subtotal,Cost_Sub_Total,Inbound_Shipping_Estimate,Package_Weight,Package_Height,Package_Length,Package_Width,Package_Quantity,Total_Offers,New_FBA_Num_Offers,New_MFN_Num_Offers,Min,Mult,UM,CA,BWOT,Class
B078SXMDQS,96069468851,Lawn and Garden,731533,5,5,13.95,10,13.95,13.95,3.4,5.49,0.07,0.18,2.24,13.5,7.17,1,1,0,1,3,1,EA,EF,SSF,No        
B078SXNSBY,96069468004,Lawn and Garden,282807,5,5,10,10,10,10,5.47,5.47,0.07,0.17,0.98,13.82,7.17,1,0,0,0,3,1,EA,EF,SSF,No        
B07DBP7XGD,96069510772,Lawn & Patio,76675,1,10,24.95,24.95,24.93,24.95,3.51,7.25,0.2,0.5,0.55,17.87,7.05,1,3,1,2,2,1,EA,SF,SSF,No        
B07DBP7XGF,96069490678,Lawn and Garden,1096477,5,5,11.99,10,11.99,11.99,9.82,11.62,0.06,0.15,0.5,21.5,13.5,1,1,0,1,3,1,EA,SF,SSF,No        
B07DBP95MS,96069490661,Lawn and Garden,876374,5,5,11.95,11.95,12.99,11.95,3.38,5.17,0.07,0.18,1.22,13.39,11.1,1,2,1,1,3,1,EA,SF,SSF,No        
B07DBP9N78,96069553687,Lawn and Garden,957708,5,7.5,15.99,15,15.99,15.99,9.82,12.22,0.06,0.15,0.5,21.5,13.5,1,1,0,1,3,1,EA,SF,SSF,No        
B07DBP9X3K,96069489955,Lawn and Garden,965624,5,10,26.06,20,26.06,26.06,5.47,9.38,0,1,6,6,6,1,1,0,1,2,1,EA,SF,SSF,No        
B07DBPB9QY,96069553748,Lawn and Garden,1036917,5,7.5,19.62,15,19.62,19.62,2.5,5.44,0.12,0.29,6,6,6,1,1,0,1,3,1,EA,SF,SSF,No        
B07DBPBTD2,96069469933,Lawn and Garden,1017528,5,5,14.38,14.38,10,14.38,3.35,5.51,0.07,0.18,0.83,12.91,10.51,1,1,1,0,3,1,EA,SF,SSF,No        
B07DBPC98T,96069510826,Lawn & Patio,76675,1,10,22.99,20,22.99,22.99,5.47,8.92,0,1,6,6,6,1,1,0,1,2,1,EA,SF,SSF,No        
B07DBPDQXP,96069553823,Lawn and Garden,1136793,5,7.5,18.99,15,18.98,18.99,9.82,12.67,0.06,0.15,0.5,21.5,13.5,1,3,0,3,3,1,EA,SF,SSF,No        
B07DBPF2NB,96069553786,Lawn & Patio,76675,1,7.5,10.93,15,10.93,10.93,2.5,4.14,0.12,0.29,6,6,6,1,2,0,2,3,1,EA,SF,SSF,No        
B07DBPF67G,96069510284,Lawn & Patio,76675,1,10,20.99,20,20.98,20.99,5.47,8.62,0,1,6,6,6,1,2,0,2,2,1,EA,SF,SSF,No        
B07DBPFRJV,96069510000,Lawn and Garden,1559323,5,10,28.27,20,28.27,28.27,5.47,9.71,0,1,6,6,6,1,1,0,1,2,1,EA,SF,SSF,No        
B07DBPGH6M,96069490746,Lawn and Garden,616419,5,5,9.69,9.69,9.68,9.69,2.54,3.99,0.07,0.18,0.67,13.19,10.59,1,4,3,1,3,1,EA,SF,SSF,No        
B07DBPGL7G,96069489931,Lawn and Garden,1017528,5,10,22.95,22.95,20,22.95,8.67,12.11,0.2,0.51,0.83,18.07,7.36,1,1,1,0,2,1,EA,SF,SSF,No        
B07DBPGYG8,96069490203,Lawn and Garden,1388426,5,5,9.35,10,9.34,9.35,5.47,6.87,0,1,6,6,6,1,3,0,3,3,1,EA,SF,SSF,No        
B07DBPHCJD,96069489894,Lawn and Garden,848051,5,10,24.95,24.95,27.68,24.95,3.51,7.25,0.19,0.48,0.63,15.39,7.6,1,2,1,1,2,1,EA,SF,SSF,No        
B07DBPHQDW,96069510314,Lawn and Garden,573126,5,10,33.99,33.99,20,33.99,3.51,8.61,0.22,0.55,0.6,16.5,7.4,1,1,1,0,2,1,EA,SF,SSF,No        
B07DBPJYDM,96069489986,Lawn and Garden,689795,5,10,20,20,20,20,5.47,5.47,0,1,6,6,6,1,0,0,0,2,1,EA,SF,SSF,No        
B07DBPK8PX,96069510666,Lawn and Garden,1075671,5,10,19.75,19.75,19.37,19.75,3.51,6.47,0.2,0.5,0.71,15.71,7.09,1,6,2,4,2,1,EA,SF,SSF,No        
B07DBPKJ3V,96069490951,Lawn and Garden,1115320,5,5,11.95,11.95,10,11.95,3.35,5.14,0.07,0.18,0.79,13.66,9.92,1,2,2,0,3,1,EA,SF,SSF,No        
B07DBPL7RW,96069489887,Lawn & Patio,76675,1,10,21.95,21.95,22.99,21.95,8.66,11.95,0.2,0.51,0.67,18.03,7.32,6,2,1,1,2,1,EA,SF,SSF,No        
B07DBPL7RY,96069490135,Lawn & Patio,76675,1,5,11.45,10,11.44,11.45,9.82,11.54,0.06,0.15,0.5,21.5,13.5,1,4,0,4,3,1,EA,SF,SSF,No        
B07DBPLNN7,96069490012,Lawn and Garden,694658,5,5,17.53,10,17.53,17.53,3.35,5.98,0.07,0.17,1.3,12.99,5.43,1,1,0,1,3,1,EA,SF,SSF,No        
B07DBPLTZ4,96069553779,Lawn & Patio,76675,1,7.5,9.75,15,9.74,9.75,9.82,11.28,0.06,0.15,0.5,21.5,13.5,1,2,0,2,3,1,EA,SF,SSF,No        
B07DBPLWHT,96069490708,Lawn and Garden,1065687,5,5,10,10,10,10,5.47,5.47,0,1,6,6,6,1,0,0,0,3,1,EA,SF,SSF,No        
B07DBPLXG8,96069510123,Lawn and Garden,784923,5,10,25.95,25.95,20,25.95,3.52,7.41,0.2,0.51,0.79,17.95,7.44,1,2,2,0,2,1,EA,SF,SSF,No        
B07DBPMZX2,96069510789,Lawn and Garden,863929,5,10,25.95,25.95,20,25.95,3.51,7.4,0.2,0.51,0.59,17.91,7.13,1,1,1,0,2,1,EA,SF,SSF,No        
B07DBPNDG6,96069490302,Lawn & Patio,76675,1,5,13.95,13.95,13.93,13.95,3.37,5.46,0.07,0.18,1.06,13.54,10.04,6,2,1,1,3,1,EA,SF,SSF,No        
B07DBPNFLW,96069553762,Lawn and Garden,779405,5,7.5,19.64,15,19.64,19.64,3.36,6.31,0.12,0.3,0.91,12.99,9.61,1,1,0,1,3,1,EA,SF,SSF,No        
B07DBPNLL9,96069490166,Lawn and Garden,1020738,5,5,14.48,10,14.48,14.48,9.82,11.99,0.06,0.15,0.5,21.5,13.5,1,1,0,1,3,1,EA,SF,SSF,No        
B07DBPP3RM,96069490975,Lawn and Garden,1114057,5,5,17.54,10,17.54,17.54,9.82,12.45,0.06,0.15,0.5,21.5,13.5,1,1,0,1,3,1,EA,SF,SSF,No        
B07DBPP3RP,96069510680,Lawn and Garden,986279,5,10,20,20,20,20,5.47,5.47,0,1,6,6,6,1,0,0,0,2,1,EA,SF,SSF,No        
B07DBPP3RQ,96069490616,Lawn & Patio,76675,1,5,10.73,11.95,10.73,10.73,2.54,4.15,0.07,0.17,0.75,13.27,10.71,1,4,1,3,3,1,EA,SF,SSF,No        
B07DBPPFNX,96069490968,Lawn and Garden,1052190,5,5,13.99,10,13.99,13.99,9.82,11.92,0.06,0.15,0.5,21.5,13.5,1,1,0,1,3,1,EA,SF,SSF,No        
B07DBPPQ83,96069490753,Lawn & Patio,76675,1,5,11.99,10,11.99,11.99,9.82,11.62,0.06,0.15,0.5,21.5,13.5,6,2,0,2,3,1,EA,SF,SSF,No        
B07DBPQWFD,96069490982,Home,76675,1,5,12.49,10,12.47,12.49,5.47,7.34,0,1,6,6,6,1,3,0,3,3,1,EA,SF,SSF,No        
B07DBPQWFF,96069490111,Lawn & Patio,76675,1,5,13.95,13.95,10,13.95,3.36,5.45,0.07,0.17,0.91,12.76,10.47,1,1,1,0,3,1,EA,SF,SSF,No        
B07DBPR21F,96069510543,Lawn and Garden,920908,5,10,24.74,20,24.74,24.74,3.51,7.22,0.18,0.45,0.5,17,8,1,1,0,1,2,1,EA,SF,SSF,No        
B07DBPRHJ3,96069490098,Lawn and Garden,1253547,5,5,10.99,10,10.99,10.99,5.47,7.12,0,1,6,6,6,1,1,0,1,3,1,EA,SF,SSF,No        
B07DBPS4HQ,96069510871,Lawn and Garden,794620,5,10,22.99,20,22.99,22.99,5.47,8.92,0,1,6,6,6,1,1,0,1,2,1,EA,SF,SSF,No        
B07DBPS5H5,96069469896,Lawn and Garden,848051,5,5,14.38,14.38,18.53,14.38,2.53,4.69,0.07,0.18,0.51,13.23,9.53,1,2,1,1,3,1,EA,SF,SSF,No        
B078SYDQBD,96069468882,Lawn and Garden,1174497,5,6.5,12.49,13,12.49,12.49,3.38,5.25,0.12,0.3,2,12,7,1,1,0,1,3,1,EA,EF,SSF,No        
B078SYDR9N,96069488125,Lawn & Patio,76675,1,10,13.99,20,13.98,13.99,2.63,4.73,0.2,0.5,6,6,6,1,2,0,2,2,1,EA,EF,SSF,No        
B078SYF2LN,96069487890,Lawn and Garden,446900,5,10,20,20,20,20,5.47,5.47,0.19,0.48,0.59,15.28,7.01,1,0,0,0,2,1,EA,EF,SSF,No        
B078SYF7KK,96069469001,Lawn and Garden,233883,5,5,13.01,13.99,13.01,13.01,2.51,4.46,0.06,0.15,0.6,13,4.8,1,3,1,2,3,1,EA,EF,SSF,No        
B078SYFVSQ,96069469780,Lawn and Garden,606848,5,5,12.49,10,12.49,12.49,2.5,4.37,0.08,0.2,6,6,6,1,1,0,1,2,1,EA,EF,SSF,No        
B078SYGC65,96069468288,Lawn & Patio,76675,1,5,11.99,10,11.98,11.99,3.38,5.18,0.12,0.3,2,12,7,1,6,0,6,3,1,EA,EF,SSF,No        
B078SYGF8F,96069489559,Lawn & Patio,76675,1,10,16.83,16.83,15.99,16.83,8.67,11.19,0.21,0.52,0.71,18.27,7.56,1,2,1,1,2,1,EA,EF,SSF,No        
B078SYHKSJ,96069489382,Lawn & Patio,76675,1,10,26.06,20,26.06,26.06,3.38,7.29,0.12,0.3,2,12,7,1,1,0,1,2,1,EA,EF,SSF,No        
B078SYHKSK,96069488163,Lawn and Garden,849371,5,10,16.29,16.29,15.99,16.29,3.51,5.95,0.19,0.48,0.75,15.83,6.97,1,4,1,3,2,1,EA,EF,SSF,No        
B078SYJV1L,96069468387,Lawn and Garden,895146,5,5,10.99,10.99,10.5,10.99,3.36,5.01,0.07,0.17,1.61,13.82,5.59,1,2,1,1,3,1,EA,EF,SSF,No        
B078SYK3LS,96069488866,Lawn & Patio,76675,1,10,26,20,26,26,2.63,6.53,0.2,0.5,6,6,6,1,1,0,1,2,1,EA,EF,SSF,No        
B078SYKN2B,96069489399,Lawn & Patio,76675,1,10,15.99,20,15.99,15.99,3.38,5.78,0.12,0.3,2,12,7,1,1,0,1,2,1,EA,EF,SSF,No        
B078SYKNYN,96069488590,Lawn and Garden,960400,5,10,20,20,20,20,5.47,5.47,0.2,0.49,0.83,18.27,7.24,1,0,0,0,2,1,EA,EF,SSF,No        
B078SYKQ1K,96069488569,Lawn & Patio,76675,1,10,15.99,20,15.99,15.99,2.63,5.03,0.2,0.5,6,6,6,1,1,0,1,2,1,EA,EF,SSF,No        
B078SYL7NH,96069488750,Lawn and Garden,1153081,5,10,30.69,20,30.69,30.69,3.52,8.12,0.2,0.49,0.79,17.87,7.09,1,1,0,1,2,1,EA,EF,SSF,No        
B078SYM8FW,96069488149,Lawn and Garden,1078122,5,10,20,20,20,20,5.47,5.47,0.2,0.5,6,6,6,1,0,0,0,2,1,EA,EF,SSF,No        
B078SYMF1H,96069487920,Lawn and Garden,709270,5,10,13.99,20,13.98,13.99,2.63,4.73,0.2,0.5,6,6,6,1,3,0,3,2,1,EA,EF,SSF,No        
B078SYN15W,96069489276,Lawn and Garden,451887,5,10,23.99,20,23.99,23.99,3.38,6.98,0.12,0.3,2,12,7,1,1,0,1,2,1,EA,EF,SSF,No        
B078SYN16B,96069488545,Lawn and Garden,1424828,5,10,13.49,20,13.48,13.49,3.38,5.4,0.12,0.3,2,12,7,1,3,0,3,2,1,EA,EF,SSF,No        
B078SYN1H9,96069489429,Lawn & Patio,76675,1,10,22.99,20,22.99,22.99,3.38,6.83,0.12,0.3,2,12,7,1,2,0,2,2,1,EA,EF,SSF,No        
B078SYPN86,96069489214,Lawn & Patio,76675,1,10,15.99,20,15.99,15.99,2.63,5.03,0.2,0.5,6,6,6,1,1,0,1,2,1,EA,EF,SSF,No        
B078SYQBN2,96069488187,Lawn & Patio,76675,1,10,13.49,20,13.48,13.49,3.38,5.4,0.12,0.3,2,12,7,1,2,0,2,2,1,EA,EF,SSF,No        
B078SYR2JZ,96069468967,Lawn and Garden,1167614,5,5,11.99,10,11.99,11.99,5.47,7.27,0,1,6,6,6,1,1,0,1,3,1,EA,EF,SSF,No        
B078SYR3TP,96069489153,Lawn and Garden,1422644,5,10,22.99,20,22.99,22.99,3.54,6.99,0.2,0.49,1.14,17.8,7.2,1,2,0,2,2,1,EA,EF,SSF,No        
B078SYR4RY,96069488439,Lawn and Garden,938427,5,10,12.9,12.9,12.89,12.9,3.53,5.47,0.19,0.48,1.02,15.24,7.87,1,3,2,1,2,1,EA,EF,SSF,No        
B078SYRJJ5,96069488033,Lawn and Garden,492342,5,10,15.99,20,15.99,15.99,2.63,5.03,0.2,0.5,6,6,6,1,2,0,2,2,1,EA,EF,SSF,No        
B078SYSNYD,96069488231,Lawn and Garden,871698,5,10,20,20,20,20,5.47,5.47,0.19,0.47,0.79,15.43,6.97,1,0,0,0,2,1,EA,EF,SSF,No        
B078SYTJKG,96069489054,Lawn and Garden,1485325,5,10,20,20,20,20,5.47,5.47,0.12,0.3,2,12,7,1,0,0,0,2,1,EA,EF,SSF,No        
B078SYTP3S,96069489603,Lawn and Garden,691851,5,10,34.99,34.99,20,34.99,3.53,8.78,0.19,0.47,0.87,17.91,7.32,1,1,1,0,2,1,EA,EF,SSF,No        
B078SYTQ7X,96069467892,Lawn and Garden,221235,5,5,10.99,10.99,12.49,10.99,3.36,5.01,0.07,0.17,0.94,13.43,10.43,1,4,2,2,3,1,EA,EF,SSF,No        
B078SYTQWV,96069442608,Home Garden,4573660,5,9.5,18.99,19,18.99,18.99,4.95,7.8,0.4,1,5,5,5,1,1,0,1,3,1,EA,EF,SSF,No        
B078SYVHBN,96069489092,Lawn & Patio,76675,1,10,20.95,20,20.94,20.95,3.52,6.66,0.2,0.49,0.75,17.99,7.13,1,2,0,2,2,1,EA,EF,SSF,No        
B078SYWQKX,96069469292,Lawn & Patio,76675,1,5,11.16,10,11.16,11.16,5.47,7.14,0,1,6,6,6,1,2,0,2,3,1,EA,EF,SSF,No        
B078SYX62V,96069489122,Lawn & Patio,76675,1,10,20.99,20,20.99,20.99,2.63,5.78,0.2,0.5,6,6,6,1,1,0,1,2,1,EA,EF,SSF,No        
B078SYXBMD,96069488583,Lawn & Patio,76675,1,10,15.99,20,15.99,15.99,3.38,5.78,0.12,0.3,2,12,7,1,1,0,1,2,1,EA,EF,SSF,No        
B078SYZGZJ,96069488286,Lawn & Patio,76675,1,10,20.99,20,20.99,20.99,3.38,6.53,0.12,0.3,2,12,7,1,2,0,2,2,1,EA,EF,SSF,No        
B078SYZJQJ,96069488477,Lawn and Garden,1419150,5,10,20,20,20,20,5.47,5.47,0.2,0.5,1.5,7.9,7.1,1,0,0,0,2,1,EA,EF,SSF,No        
B078SYZPDR,96069469247,Lawn and Garden,1314259,5,5,11.16,10,11.16,11.16,5.47,7.14,0,1,6,6,6,1,3,0,3,3,1,EA,EF,SSF,No        
B078SYZT8N,96069488552,Lawn and Garden,974362,5,10,25.68,20,25.68,25.68,8.67,12.52,0.19,0.48,0.71,18.03,7.2,1,1,0,1,2,1,EA,EF,SSF,No        
B078SYZY16,96069469360,Lawn and Garden,1187420,5,6.5,13,13,13,13,5.47,5.47,0.07,0.18,1.38,16.26,12.68,1,0,0,0,3,1,EA,EF,SSF,No        
B078SZ2SCZ,96069488323,Lawn and Garden,1434014,5,10,20,20,20,20,5.47,5.47,0.19,0.48,0.71,15.16,7.8,1,0,0,0,2,1,EA,EF,SSF,No        
B07DBPSD8W,96069490319,Lawn and Garden,573126,5,5,20.99,20.99,10,20.99,3.34,6.49,0.08,0.2,1,13,5,1,1,1,0,3,1,EA,SF,SSF,No        
B07DBPSG6P,96069553793,Lawn & Patio,76675,1,7.5,18.99,15,18.98,18.99,9.82,12.67,0.06,0.15,0.5,21.5,13.5,1,3,0,3,3,1,EA,SF,SSF,No        
B07DBPSGC4,96069469940,Lawn and Garden,1251114,5,5,12.95,12.95,13.99,12.95,3.37,5.31,0.07,0.18,1.14,13.66,10.28,1,2,1,1,3,1,EA,SF,SSF,No        
B07DBPTGTL,96069510970,Lawn & Patio,76675,1,10,27.69,20,27.69,27.69,3.51,7.66,0.18,0.45,0.5,17,8,1,1,0,1,2,1,EA,SF,SSF,No        
B07DBPTT7Q,96069510703,Lawn and Garden,1065687,5,10,26.06,20,26.06,26.06,5.47,9.38,0,1,6,6,6,1,1,0,1,2,1,EA,SF,SSF,No        
B07DBPTW7W,96069510550,Lawn & Patio,76675,1,10,22.99,20,22.99,22.99,5.47,8.92,0,1,6,6,6,1,1,0,1,2,1,EA,SF,SSF,No        
B07DBPW9BC,96069510758,Lawn & Patio,76675,1,10,20.99,20,20.99,20.99,3.51,6.66,0.18,0.45,0.5,17,8,6,2,0,2,2,1,EA,SF,SSF,No        
B07DBPW9DY,96069510574,Lawn and Garden,1521412,5,10,20,20,20,20,5.47,5.47,0,1,6,6,6,1,0,0,0,2,1,EA,SF,SSF,No        
B07DBPW9LD,96069490005,Lawn & Patio,76675,1,5,11.99,10,11.99,11.99,5.47,7.27,0,1,6,6,6,1,2,0,2,3,1,EA,SF,SSF,No        
B07DBPW9LG,96069469995,Lawn and Garden,1546578,5,5,11.99,10,11.98,11.99,9.82,11.62,0.06,0.15,0.5,21.5,13.5,1,4,0,4,3,1,EA,SF,SSF,No        
B07DBPWQNZ,96069490999,Lawn and Garden,1532238,5,5,11.17,12.95,11.17,11.17,3.36,5.04,0.07,0.17,0.94,12.8,10.47,1,3,1,2,3,1,EA,SF,SSF,No        
B07DBPX2KN,96069490739,Lawn & Patio,76675,1,5,14.38,14.38,10,14.38,3.36,5.52,0.07,0.18,0.87,13.35,10.2,1,1,1,0,3,1,EA,SF,SSF,No        
B07DBPXLJD,96069510987,Lawn & Patio,76675,1,10,26.06,20,26.06,26.06,5.47,9.38,0,1,6,6,6,1,1,0,1,2,1,EA,SF,SSF,No        
B07DBPXW75,96069510376,Lawn and Garden,963751,5,10,20.99,20.99,20.98,20.99,3.54,6.69,0.2,0.49,1.1,15.2,8.39,1,2,1,1,2,1,EA,SF,SSF,No        
B07DBPXXWP,96069489863,Lawn & Patio,76675,1,10,20.98,22.99,20.98,20.98,3.51,6.66,0.2,0.5,0.75,15.63,7.24,1,3,1,2,2,1,EA,SF,SSF,No        
B07DBPY6NQ,96069469919,Lawn & Patio,76675,1,5,11.06,10,11.05,11.06,5.47,7.13,0,1,6,6,6,1,3,0,3,3,1,EA,SF,SSF,No        
B07DBPY86F,96069490333,Lawn and Garden,974011,5,5,12.95,12.95,17.53,12.95,3.38,5.32,0.07,0.18,1.3,13.07,10.16,1,2,1,1,3,1,EA,SF,SSF,No        
B07DBPY8YP,96069490562,Lawn & Patio,76675,1,5,11.99,10,11.99,11.99,5.47,7.27,0,1,6,6,6,1,1,0,1,3,1,EA,SF,SSF,No        
B07DBPY99T,96069490029,Lawn & Patio,76675,1,5,14.16,10,13.98,14.16,9.82,11.94,0.06,0.15,0.5,21.5,13.5,1,4,0,4,3,1,EA,SF,SSF,No        
B07DBPYDHS,96069469872,Lawn and Garden,1245478,5,5,10,10,10,10,5.47,5.47,0,1,6,6,6,1,0,0,0,3,1,EA,SF,SSF,No        
B07DBPYF1J,96069490104,Lawn and Garden,896170,5,5,10,10,10,10,5.47,5.47,0.07,0.18,0.94,13.23,9.53,1,0,0,0,3,1,EA,SF,SSF,No        
B07DBPYKWY,96069469889,Lawn & Patio,76675,1,5,11.99,14.38,11.99,11.99,2.53,4.33,0.07,0.18,0.63,12.87,10.43,6,2,1,1,3,1,EA,SF,SSF,No        
B07DBPYSXR,96069510208,Lawn & Patio,76675,1,10,22.99,20,22.99,22.99,5.47,8.92,0,1,6,6,6,1,1,0,1,2,1,EA,SF,SSF,No        
B07DBPYVJR,96069490432,Lawn and Garden,1016098,5,5,12.95,12.95,12.99,12.95,3.36,5.3,0.07,0.18,0.87,13.78,10.75,1,2,1,1,3,1,EA,SF,SSF,No        
B07DBPYYX9,96069510673,Lawn & Patio,76675,1,10,19.73,20,19.72,19.73,3.51,6.47,0.18,0.45,0.5,17,8,1,2,0,2,2,1,EA,SF,SSF,No        
B07DBPYYXB,96069469988,Lawn and Garden,689795,5,5,11.99,10,11.99,11.99,5.47,7.27,0,1,6,6,6,1,1,0,1,3,1,EA,SF,SSF,No        
B07DBPZJRD,96069490784,Lawn and Garden,863929,5,5,15.59,10,15.59,15.59,2.54,4.88,0.07,0.18,0.71,12.8,10.12,1,1,0,1,3,1,EA,SF,SSF,No        
B07DBPZT75,96069510734,Lawn & Patio,76675,1,10,25.95,25.95,20,25.95,3.56,7.45,0.2,0.5,1.57,16.89,7.28,6,1,1,0,2,1,EA,SF,SSF,No        
B07DBQ13MV,96069510277,Lawn & Patio,76675,1,10,23.99,20,23.99,23.99,5.47,9.07,0,1,6,6,6,1,1,0,1,2,1,EA,SF,SSF,No        
B07DBQ13MW,96069490692,Lawn & Patio,76675,1,5,10.95,10,10.94,10.95,5.47,7.11,0,1,6,6,6,1,3,0,3,3,1,EA,SF,SSF,No        
B07DBQ13TM,96069489924,Lawn and Garden,1547306,5,10,23.99,25.95,23.99,23.99,3.52,7.12,0.2,0.51,0.75,17.99,7.2,6,2,1,1,2,1,EA,SF,SSF,No        
B07DBQ1K6J,96069490289,Lawn & Patio,76675,1,5,10.98,10,10.98,10.98,5.47,7.12,0,1,6,6,6,1,2,0,2,3,1,EA,SF,SSF,No        
B07DBQ1LF9,96069469957,Lawn and Garden,965624,5,5,10,10,10,10,5.47,5.47,0,1,6,6,6,1,0,0,0,3,1,EA,SF,SSF,No        
B07DBQ1WVY,96069510727,Lawn and Garden,1014837,5,10,25.95,25.95,20,25.95,8.66,12.55,0.21,0.52,0.63,18.03,7.48,1,1,1,0,2,1,EA,SF,SSF,No        
B07DBQ2691,96069510109,Lawn and Garden,896170,5,10,20.98,22.95,20.98,20.98,8.67,11.82,0.2,0.5,0.94,18.19,7.2,1,3,1,2,2,1,EA,SF,SSF,No        
B07DBQ27K3,96069510086,Lawn and Garden,1370380,5,10,22.95,22.95,22.94,22.95,8.66,12.1,0.21,0.53,0.67,18.07,7.28,1,2,1,1,2,1,EA,SF,SSF,No        
B07DBQ28HW,96069490944,Lawn and Garden,1540095,5,5,12.95,12.95,10,12.95,3.41,5.35,0.07,0.18,1.81,14.29,9.72,1,1,1,0,3,1,EA,SF,SSF,No        
B07DBQ2JT1,96069510024,Lawn and Garden,940823,5,10,20.99,20.99,20,20.99,3.52,6.67,0.22,0.55,0.8,16.6,7,1,1,1,0,2,1,EA,SF,SSF,No        
B07DBQ2YKD,96069510611,Lawn & Patio,76675,1,10,23.95,23.95,22.98,23.95,8.66,12.25,0.21,0.52,0.59,18.15,7.44,1,3,1,2,2,1,EA,SF,SSF,No        
B07DBQ3T65,96069510437,Lawn and Garden,956315,5,10,20.99,20.99,24.77,20.99,3.51,6.66,0.22,0.55,0.7,16.2,7.3,1,2,1,1,2,1,EA,SF,SSF,No        
B07DBQ468L,96069510888,Lawn and Garden,1267470,5,10,20.99,20,20.99,20.99,5.47,8.62,0,1,6,6,6,1,2,0,2,2,1,EA,SF,SSF,No        
B07DBQ49B8,96069490821,Home,76675,1,5,10.95,10,10.91,10.95,5.47,7.11,0,1,6,6,6,1,4,0,4,3,1,EA,SF,SSF,No        
B01MZIG8FP,96069484448,Lawn and Garden,203631,5,10,12.99,12.99,21,12.99,3.53,5.48,0.19,0.47,0.98,15.98,7.2,1,2,1,1,2,1,EA,EF,SSF,No        
B01N16I8ZF,96069464280,Lawn and Garden,36263,30,5,15.71,10,15.71,15.71,3.38,5.74,0.12,0.3,2,12,7,1,1,0,1,3,1,EA,EF,SSF,No        
B01N16IKNC,96069464099,Lawn and Garden,36263,30,5,10,10,10,10,5.47,5.47,0.07,0.18,1.14,13.27,5.35,1,0,0,0,3,1,EA,EF,SSF,No        
B01N16J1BI,96069464471,Lawn and Garden,36263,30,5,8,8,10,8,2.52,3.72,0.07,0.17,0.71,13.27,5.43,1,5,5,0,3,1,EA,EF,SSF,No        
B01N16J1BW,96069464402,Lawn & Patio,76675,1,5,21.99,10,21.99,21.99,5.47,8.77,0,1,6,6,6,1,1,0,1,3,1,EA,EF,SSF,No        
B01N16J58T,96069483878,Lawn & Patio,76675,1,10,12.99,12.99,20,12.99,3.52,5.47,0.19,0.48,0.94,16.06,7.09,1,1,1,0,2,1,EA,EF,SSF,No        
B01N16JB24,96069484189,Lawn and Garden,203631,5,10,20.99,20.99,20,20.99,2.51,5.66,0.02,0.04,0.31,15,6.5,1,1,1,0,2,1,EA,EF,SSF,No        
B01N16KOQJ,96069464198,Lawn and Garden,36263,30,5,11.19,10,12.49,11.19,9.41,11.09,0.07,0.17,0.16,20.43,12.6,1,1,0,1,3,1,EA,EF,SSF,No        
B01N16LCF9,96069464181,Lawn and Garden,36263,30,5,11.05,11.05,10,11.05,3.38,5.04,0.12,0.3,2,12,7,1,1,1,0,3,1,EA,EF,SSF,No        
B01N16LHQU,96069484622,Lawn and Garden,203631,5,10,12.99,12.99,12.99,12.99,2.51,4.46,0.08,0.2,0.31,14.02,7.01,1,3,1,2,2,1,EA,EF,SSF,No        
B01N16LHQY,96069464891,Lawn and Garden,36263,30,5,12.49,10,12.48,12.49,3.38,5.25,0.12,0.3,2,12,7,1,2,0,2,3,1,EA,EF,SSF,No        
B01N16LHR6,96069483939,Lawn and Garden,203631,5,10,12.99,12.99,20,12.99,3.38,5.33,0.12,0.3,2,12,7,1,1,1,0,2,1,EA,EF,SSF,No        
B01N16LTJ4,96069484134,Lawn and Garden,1393681,5,10,26.06,20,26.06,26.06,2.51,6.42,0.12,0.3,0.31,13.39,6.85,6,1,0,1,2,1,EA,EF,SSF,No        
B01N16MAQR,96069485223,Lawn and Garden,1064026,5,10,13.24,13.24,12.99,13.24,2.64,4.63,0.2,0.49,0.2,14.29,7.01,1,2,1,1,2,1,EA,EF,SSF,No        
B01N16MDZ4,96069463931,Lawn and Garden,36263,30,5,10,10,10,10,5.47,5.47,0.07,0.18,0.39,19.57,12.68,1,0,0,0,3,1,EA,EF,SRF,No        
B01N16MKT1,96069483953,Lawn and Garden,203631,5,10,20,20,20,20,5.47,5.47,0.19,0.48,0.75,15.35,7.05,1,0,0,0,2,1,EA,EF,SSF,No        
B01N16N2S8,96069465355,Lawn & Patio,76675,1,5,12.49,10,12.49,12.49,5.47,7.34,0,1,6,6,6,1,1,0,1,3,1,EA,EF,SSF,No        
B01N16N8FE,96069484066,Lawn and Garden,478375,5,10,12.99,12.99,20,12.99,2.65,4.6,0.2,0.5,0.5,12,7,1,1,1,0,2,1,EA,EF,SSF,No        
B01N16N8XK,96069483960,Lawn and Garden,781507,5,10,32.85,20,32.85,32.85,3.35,8.28,0.12,0.3,0.91,14.17,7.01,1,1,0,1,2,1,EA,EF,SSF,No        
B01N16N8YB,96069485216,Lawn and Garden,1152380,5,10,19.01,19.01,19,19.01,2.51,5.36,0.08,0.2,0.31,14.02,7.01,1,2,1,1,2,1,EA,EF,SSF,No        
